633:1196,1511,58,518,15,654,554,61,483,289
634:3423,226,70,14966,3939,4131,718,39851,57974,25910
646:28735,38510,75864,38333,44031,11498,15568,1763,51199,17981
666:16427,103974,90372,93722,37444,89159,116806,81486,98328,48477
667:60374,33296,20144,63920,27886,5156,70640,9387,14565,76849
669:94421,34208,113255,103073,122516,54949,2337,53117,42575,104999
678:38936,98464,102553,33883,84765,90788,31183,39144,44074,117103
680:616,58,654,17,650,554,15,518,861,1196
681:37652,97017,63040,2672,11260,10536,3806,16036,1664,9055
682:2226,2402,11859,2161,25393,15604,35363,9457,3882,39242
683:111888,6740,66734,89303,113893,32065,110546,663,45128,112536
684:664,8723,84317,16750,48894,103017,93731,87814,61899,21204
715:22560,94892,80360,38083,113112,108342,695,30675,79742,77765
716:56166,70959,15238,8897,22498,23289,33321,43507,53895,30874
741:90428,14988,33910,54984,43919,70796,24733,55668,55392,32441
750:107056,116244,90527,53738,2348,14815,86567,33676,18598,42091
754:72046,616,58,61,302,32,654,542,36791,554
756:616,84,1102,8,650,354,301,542,654,61
757:8217,113712,43254,123227,21188,60930,118389,75577,41798,107429
758:53337,18492,15134,5107,12760,46031,6575,17581,59833,502
763:72289,81413,95989,18181,122653,27302,18252,17,24440,84
773:122715,65543,33867,753,20656,11886,39526,58120,105394,18491
774:18600,118983,74398,1399,88451,43468,55989,21170,87086,115936
775:15,58,542,518,1102,1511,61,787,6,101
782:34830,117095,117400,102932,70447,78934,29488,42772,110088,73370
784:47192,30873,100771,41809,42065,117650,81322,13471,46434,105542
793:57987,17068,53597,3427,20104,18137,63670,6462,20911,12673
803:6450,34848,62436,48203,48,1187,17,1119,875,2162
813:50189,27546,101593,97930,81592,796,34339,61,616,518
815:33177,798,39208,42532,117565,36077,17875,63484,1026,50812
817:29,1102,866,8,650,58,289,138,70,361
818:84374,27130,31737,94000,51150,32749,984,7994,5480,7711
823:55720,116908,10855,13469,53186,76616,6823,10444,40581,806
825:26846,69841,113268,97000,70670,37124,108620,8971,518,84074
833:114738,44353,30250,999,94634,37718,861,1511,74526,41290
835:69721,97370,8718,518,101,616,58,15,654,84
838:8066,45281,84808,28371,113566,17351,15131,76815,59120,17077
844:29,354,58,14874,112384,21262,111548,65280,736,301
850:866,68994,2843,110795,13420,9482,9890,657,13468,354
856:17532,12807,110038,56948,1511,364,999,15,4904,70146
857:302,30964,118189,289,650,322,84,15,6,518
874:107577,76361,8386,38989,71820,114922,88337,43301,103594,65921
891:361,354,654,302,17,29,84,58,1102,138
899:51400,54298,98385,96724,86655,12203,73043,75351,64521,6828
900:874,16155,2447,87301,28490,25504,93302,73528,8209,31369
911:883,7627,63621,16701,51980,14966,1176,43400,6906,87631
918:6214,23252,113611,69676,47084,24884,17,58,736,8
925:96276,114501,896,1236,44966,39318,80361,17,93298,13901
926:58,302,322,6,354,542,84,518,15,101
937:29462,57098,91789,83725,98180,37406,21592,88948,104083,65997
949:920,95433,118218,17,302,654,76,616,58,8
964:2403,15761,24293,99823,933,3207,2714,2696,89291,1524
970:14636,2656,19925,83571,29822,50946,9093,20931,60987,73537
977:106593,99305,518,15,61,554,1511,17,112476,1403
981:88232,90295,53746,91963,12515,2991,62603,12094,9857,13881
982:62011,62620,63972,83614,107868,100370,77383,2162,875,17
984:117408,57603,117858,85588,44592,5763,69683,50968,74129,29294
992:3137,780,3423,245,2967,8511,1884,1065,731,226
993:654,84,354,29,361,58,1102,113365,957,616
998:115003,57910,67819,107059,77482,94696,78730,72603,2090,27009
1000:112697,25057,95627,64925,56501,30225,77844,106402,64184,542
1007:654,17,138,542,29,554,861,6,616,58
1027:168,1400,2833,5488,661,801,3601,10267,5557,7711
1028:17,302,518,354,616,29,650,301,58,15
1044:39864,8531,27127,49602,1049,5981,30399,64441,116905,59580
1045:58,542,518,17,1174,61,4777,111225,15,84
1049:40,1069,18148,22955,15598,111787,3838,102176,116002,101626
1068:97803,80097,57396,105564,69821,114991,65333,83286,54201,82879
1069:2144,1019,78068,46889,83702,42987,84179,61001,4125,42022
1070:10243,54451,6268,39400,2232,35596,9905,24797,58,616
1082:29388,78568,68609,106771,76019,27630,23894,109867,18135,30036
1083:108662,31086,4903,45686,62335,13829,3888,75042,87395,4757
1088:18604,15383,13337,16505,9772,33777,18700,31515,19003,39505
1094:63838,105149,87118,117892,93680,36100,105870,58,616,65889
1116:10242,1059,69099,29053,53664,117158,63931,78338,51975,58175
1121:99297,17,6715,70332,14573,1061,49276,82413,25432,26579
1125:98561,92800,20908,93184,109155,45209,91311,117983,52924,72941
1127:9608,96054,45848,57630,14569,7040,74093,16312,84465,27031
1132:654,58,37859,32,650,15,302,8,289,76
1133:97474,116137,64954,5866,38797,37118,57986,8889,40519,50902
1140:30883,57517,118917,111669,50537,116193,48770,118392,112500,87950
1141:81853,97742,57828,64938,11559,75835,74982,88876,9594,14259
1148:112822,46098,74263,41185,2532,1084,70792,20560,8727,30360
1153:116795,7695,17,616,1102,518,542,58,67677,36947
1163:17,302,654,76,616,58,8,866,84,29
1166:51463,12600,91179,95298,87007,109949,66935,89472,89511,77610
1172:58625,47824,64011,75702,58271,66206,78749,36799,24131,16149
1192:2706,72377,29496,109659,40062,27131,118291,87606,91126,103920
1204:61,58,322,17,654,94,616,302,146,486
1208:4904,3101,642,3563,8946,501,162,1550,1511,654
1209:14662,81018,25393,3379,37594,11859,76,61706,840,31841
1234:93815,55423,41549,45907,17807,76053,70567,16994,31402,57750
1236:54784,5618,1171,8814,45348,94532,5520,119361,119480,72514
1245:4391,119080,43348,4799,70754,89194,1182,106094,118010,88746
1263:68311,76557,58673,69186,58,302,322,542,861,32
1267:14071,23019,21124,11810,59015,26382,47065,34356,17651,69197
1269:3107,4755,2880,5624,8848,7859,6434,23191,11725,7831
1288:26303,1219,26123,21715,12557,1017,67016,23313,9595,13282
1295:8356,51504,117461,55951,59660,70717,43557,39338,111556,14376
1296:17,654,58,29,84,650,542,354,1102,861
1302:31296,111703,53958,96063,105686,34875,42110,78491,616,15375
1305:302,58,84,17,322,518,8,542,861,162
1342:5998,72675,39096,4613,112264,119053,118798,8975,46876,19871
1382:3779,29336,101517,107565,88963,39794,2993,11774,114610,57459
1389:75115,56417,61636,40853,4245,85140,95032,36171,33995,518
1391:26376,34309,17426,1310,16935,104871,38549,66418,5741,89015
1397:81,986,140,2379,3939,500,7211,1749,33017,6733
1402:302,616,58,1102,84,61,650,354,322,138
1405:24722,96890,4697,92558,1323,15022,17,302,654,76
1407:123012,54601,302,17,58,542,486,285,766,1245
1408:518,564,17,96327,35418,97909,51320,93465,72987,121132
1409:354,616,138,8,654,70,285,58,84,101
1412:123125,114068,78442,116889,17,302,67693,48428,109407,106865
1413:15,542,861,6,101,654,32,289,616,787
1418:102508,88288,45959,79449,69286,48119,108504,654,33404,32211
1419:4755,7880,3172,4825,8848,6434,5624,23191,1712,24581
1420:302,354,654,736,29,1187,70,361,866,58
1427:49514,61509,43087,88075,16541,104604,51624,105022,25219,60319
1430:24893,1345,7809,14220,10258,47000,12439,658,7907,17800
1431:654,58,6,616,518,285,861,84,15,542
1435:61,364,616,302,58,999,69919,1403,101,289
1437:650,33916,9043,40552,564,84017,75498,92398,356,45181
1441:6559,80319,67843,111336,25679,52711,6745,23529,95475,17956
1447:28685,103020,41334,14913,47871,84643,47686,35769,87140,120181
1448:42095,13895,8153,44862,33176,23365,44479,8077,57889,27708
1457:68635,49822,31398,8155,90228,45970,18077,55822,3691,4013
1458:98357,51649,88244,78398,121258,93200,116027,15055,75086,75509
1469:58,302,616,861,84,61,6,542,162,518
1477:16074,49886,43927,3023,33385,42807,52204,245,736,787
1486:93820,101565,5852,49917,122260,98806,68452,46039,31754,16697
1490:73766,24868,8558,52089,77043,65276,120669,106622,69229,88610
1491:302,654,58,616,650,6,15,736,61,542
1500:106975,18542,92635,108850,103402,56404,100182,26479,105084,48452
1503:654,58,354,616,8,736,15,650,301,542
1517:29593,16202,57598,73650,1430,78351,16758,44607,88139,113231
1518:99541,96197,62975,1431,64592,59184,37364,64977,34817,49493
1535:65536,26683,36916,88179,82063,26766,96383,79890,108678,110709
1551:616,650,736,354,8,518,542,15,12596,106928
1552:29723,19245,10906,15294,89980,8892,35722,9095,54372,1465
1553:90862,74902,22186,45195,1466,4861,13314,24280,8423,19170
1559:103050,616,302,654,101011,62037,30711,6,29,15
1560:92256,118942,84773,58301,84570,59973,97084,22264,102264,55033
1561:41253,41500,47122,104756,113072,104451,28889,47572,41872,112839
1562:654,83486,90723,115214,5070,30347,616,29,1102,736
1569:52242,65505,55289,26958,103037,26638,29750,47706,34919,75558
1570:26667,76086,96576,92531,83292,109616,56675,67424,58553,118347
1588:88519,91208,97112,80185,9236,32297,103852,46420,50311,10092
1589:16511,71861,25422,56763,122240,97095,89254,103702,81914,77840
1591:69776,62108,17,302,654,76,616,58,8,866
1601:74417,78426,40354,105938,66387,18569,5112,22944,25024,9019
1602:106567,106738,114868,43094,108846,71988,104516,74502,67913,93390
1629:15,103,1511,518,32,61,999,364,787,17
1634:9662,8337,80190,13782,28136,10783,83050,121578,9095,862
1642:59500,119238,64335,36676,654,86668,518,58,117006,302
1653:79965,28683,36888,103588,103299,28841,101,616,2269,10432
1654:30923,115395,36303,104378,63461,118729,12350,19177,4267,23839
1655:654,8,15,736,138,289,542,29,285,902
1668:122263,616,796,34339,15,85427,29,21788,84,861
1681:110816,41102,102581,114050,50798,35728,63211,17728,20294,114471
1703:67748,100666,112918,103084,113199,29807,40308,86753,66404,54792
1721:34700,119968,83702,2144,46889,1019,42987,78068,70189,103028
1727:20744,47134,20963,37455,19929,58142,32280,25974,73638,36752
1728:302,58,84,866,301,354,736,616,1102,6
1745:9226,1646,23083,33360,105060,101245,78724,117196,118314,17986
1746:114814,99472,79066,74988,21925,86759,78939,93548,51364,39311
1751:23308,1652,117058,121647,32070,34167,6574,19852,51871,60838
1756:16416,3441,26649,33094,37498,19306,11183,15640,40457,8000
1758:46433,90043,1196,616,15,542,650,32,654,364
1761:37312,1659,29952,66881,17345,89820,74367,84689,50442,35438
1767:354,84,58,1187,1102,138,866,875,70,361
1779:86913,93097,1674,103533,37843,93631,25515,83224,56748,65741
1780:13960,88524,48208,1675,49329,67574,72271,3041,32648,10404
1783:26784,74906,50520,57850,68063,43083,45871,55371,78594,80384
1787:122913,82542,66257,108650,88110,72421,95004,55845,101110,60470
1788:14943,119699,67455,9901,140,2241,10698,8511,2967,731
1794:84003,120966,114045,93528,38289,112466,24944,108820,15,616
1796:654,542,84,61,15,8,29,861,650,301
1803:17,58,302,654,616,84,76,518,29,70
1820:76322,40497,115767,23191,2880,1352,10041,7457,3107,1527
1821:28699,68036,63846,66416,66658,101567,74685,32684,103,518
1822:56276,40592,94144,616,35123,55606,532,58,61,861
1823:84,17,6,15,542,58,1140,289,654,616
1840:82677,87161,66799,75617,116714,22695,616,12464,12268,41761
1841:46771,13848,4119,35363,33271,29783,8430,22395,34397,2402
1842:58,17,302,554,518,354,616,8,542,84
1850:6895,64053,84310,57212,4691,1736,2555,97003,54202,87706
1853:8278,108623,4360,16848,119647,115741,52572,18650,56419,66706
1854:654,542,59851,364,116845,861,32,1511,15,302
1862:57355,101551,115446,93529,47858,94568,112097,15722,1789,64576
1880:875,17,118878,57731,4420,78283,34362,48,84,1119
1883:41108,86782,111247,107360,101265,113647,112168,54547,46531,120668
1890:41497,39183,90216,119970,29514,34581,22440,54882,1775,90605
1891:17,654,302,650,30,9224,114719,22648,60546,5260
1893:45301,77719,36600,75639,12102,61,13225,57499,1511,15
1894:114736,2325,80115,37565,110958,21251,78519,24898,63954,1781
1911:97217,11490,50448,103762,17966,77921,24319,29727,42263,44685
1912:17,138,616,226,654,8,302,650,518,861
1913:27672,93599,15754,5662,77310,15660,66665,58,46734,322
1930:5111,5627,197,20920,1807,27094,78494,7160,465,33763
1932:24640,41708,95160,70095,34315,73102,105874,116150,18627,42802
1950:29476,35978,70710,108055,88852,40240,17005,3720,3875,75636
1951:1360,31609,2121,18044,98617,59310,87557,122274,56527,50431
1952:17,616,162,84,1102,736,861,285,76,6
2005:88631,102632,29561,518,542,15,1196,302,101,6
2017:20832,14132,111332,1882,105631,89797,101380,123006,58208,44039
2025:5415,10075,17064,32452,6766,33660,236,17,15925,9230
2030:47222,41504,39523,56492,50482,24354,15477,3374,24255,550
2034:39774,64599,57937,22904,22975,35598,91758,1895,88128,37061
2038:18907,55410,12222,74977,106150,46978,88527,65121,88078,11896
2046:15020,1907,8689,31734,26205,87209,23245,91537,57841,75122
2058:12597,17944,1917,69,121818,38690,3440,1617,93408,48197
2068:8383,86544,80258,117844,58652,28055,103708,95749,106148,79535
2070:3441,16416,33094,37498,19306,11183,40457,15640,26649,8000
2071:82026,115278,92699,31817,38028,120011,48663,120784,26457,40617
2072:115629,21034,9418,43944,70425,2162,875,6938,1102,736
2074:74077,14552,36386,61827,93925,110893,41339,89234,80541,32197
2075:122989,120936,68184,27341,20536,82656,118790,96995,92437,117862
2076:1933,89239,17,302,654,76,616,58,8,866
2077:44032,59591,42486,85466,22427,98244,46145,17,654,53174
2080:58,654,542,6,861,84,17,1196,518,101
2085:58438,10681,97158,61628,40777,93030,73005,31269,26721,15989
2097:16464,123338,33363,25258,89124,99256,84638,42542,97650,11757
2112:5480,17,866,39325,79677,984,1528,7180,1400,9417
2115:84343,97039,110112,100085,48871,103859,84494,22397,14939,17617
2116:98425,94842,92883,62485,89864,81760,16582,36053,29265,80077
2123:48,899,17,1102,654,138,29,8,94,4420
2135:86677,38008,74358,46343,16335,3423,2379,564,140,34988
2141:76706,40527,27507,86181,65080,1993,41420,24068,12452,86216
2147:53597,20104,17068,63670,18137,57987,6462,3427,12673,20911
2154:82001,73810,92812,57699,47374,28893,25439,112613,40699,15322
2160:39091,17,68323,302,554,861,75938,84,3160,42885
2162:35033,20939,92744,54384,9395,46445,60979,40610,74766,77548
2170:51371,120946,53727,68316,6037,114647,50581,82769,58,15
2177:459,46328,4009,14431,17917,54962,22279,3329,84388,6392
2184:35329,20633,61990,41107,99968,68262,29364,72240,13978,87558
2185:79885,91291,83253,4105,16279,19991,27109,542,3968,1511
2187:2033,24747,17,302,654,76,616,58,8,866
2211:26938,70175,19145,64259,65307,113006,52827,89813,104935,44411
2223:50688,69132,25619,10263,87076,36906,93746,71243,111695,58968
2243:110605,51987,33449,86305,11046,116087,51011,48627,12319,67807
2244:616,542,6,61,654,58,1511,564,34057,289
2247:81201,89508,69307,85742,113373,59559,38483,11447,12575,40390
2250:34058,54861,2091,31607,19633,71709,49715,82522,99751,122116
2253:105789,2204,107735,3819,2967,986,140,13544,29022,226
2260:44354,45572,41132,78349,36850,2099,120278,17,302,654
2261:654,616,58,302,15,542,32,354,1102,94
2262:17,302,654,76,616,58,8,866,84,29
2290:117138,119303,23233,27799,97569,67506,55771,84781,29846,34292
2291:17,616,29,84,162,1102,736,301,76,6
2293:123264,2132,111450,103456,68522,30215,40951,76120,37579,39096
2301:29953,94232,78089,65970,42004,22082,30679,48001,101420,121937
2302:16229,2559,5587,20300,2142,33882,39395,1524,70923,15642
2304:11065,110344,104374,104336,984,5480,3601,9874,661,27784
2318:65572,75844,94226,55404,55406,80604,17340,59863,17694,109748
2325:899,1187,8,1606,84,48,301,12776,875,736
2335:25010,121555,89626,20297,52829,65161,55235,87205,28809,53415
2343:2180,29227,108101,104651,7071,70575,62114,85128,11856,73935
2346:70,66688,3846,14114,110116,78383,8902,71895,39007,84975
2347:120828,84816,22345,16248,2186,18156,100785,7728,67674,53011
2348:94293,12613,75997,108476,47850,65908,16725,92202,37964,1888
2362:58403,35855,2197,61944,109679,87518,17,302,654,76
2363:302,17,616,650,29,322,6,84,101012,301
2364:302,616,29,322,650,354,736,518,101,61
2369:110692,2201,66115,32564,56375,99753,86010,37386,13285,14964
2373:17,84,2205,60405,301,564,616,76,358,902
2381:29,58,302,654,495,518,17,726,2618,363
2382:55620,66060,13079,38062,79070,2212,7714,20034,11943,44759
2384:41259,123223,121036,4420,17,6945,48,1187,70,2162
2385:17,302,29,6,1102,616,58,4904,861,542
2392:17,302,654,76,616,58,8,866,84,29
2393:84136,92287,47191,69198,42881,44895,21024,35788,1382,542
2394:63577,47200,96470,90794,31708,63023,73373,39083,73567,58098
2395:26654,82099,616,30872,17,70775,84,49572,62141,1140
2399:11375,72452,116535,19435,14656,46147,14957,19102,73231,2229
2405:102993,97115,21417,97212,1511,1196,15,542,518,32
2407:81686,112889,35535,2237,55819,89103,43698,93874,94488,54497
2408:79750,59536,105123,110756,90553,52925,2238,10569,90442,42572
2419:44167,17224,13874,568,302,36009,94097,13246,17,76
2429:9482,354,41383,40846,17,13468,18820,9890,57360,117166
2447:29,354,1102,6,84,736,654,861,58,302
2452:12832,2282,95533,20575,24481,10127,25216,77590,35268,30791
2453:29657,23740,71417,50818,68631,123316,110105,2283,50572,4535
2454:90229,99761,10164,73179,64467,40762,3950,42343,20065,87964
2456:17,58,29,2284,76346,84860,616,8,1102,138
2461:1511,61,542,518,6,77300,554,101,15,1196
2464:30086,93288,44279,7463,354,654,52268,81603,116739,57560
2465:59235,46586,50350,58,866,354,84,73825,301,1102
2469:117379,75268,2297,114375,122672,30650,31513,3596,64385,12865
2489:76917,9074,168,51061,801,760,719,9783,67480,110844
2491:2319,17,302,654,76,616,58,8,866,84
2499:74352,2329,114015,29347,63988,42693,1097,73474,92989,103105
2500:52599,23960,7992,35112,78671,63519,26747,22361,85156,79609
2501:947,931,22827,21494,12266,56559,46762,6691,6278,3169
2505:47598,46349,93596,108510,58,616,17,654,518,6
2510:30139,40898,3650,23902,119926,30152,14435,111861,55379,3683
2515:53894,52953,57294,59964,47480,8692,83776,11543,83825,19881
2518:2346,100998,33578,33652,122041,87585,83036,96083,59382,11454
2520:15,32,542,616,66463,1511,999,84,364,19666
2521:98461,19052,119278,60211,69959,27882,104271,116210,70201,29167
2524:17,302,654,1102,79415,16521,105890,84981,58,89625
2536:1511,32,82360,542,15,111493,364,554,1196,302
2541:58,84,302,15,654,518,61,8,861,32
2547:28315,35454,2371,34547,42763,27535,23975,17,1245,650
2553:64189,41115,34846,55188,21344,30616,41180,18937,21406,23309
2558:57599,57733,37079,108706,61851,74050,17329,21341,44430,56380
2560:45686,62335,75042,13829,4903,87395,616,3888,58,84
2563:861,1511,15,58,654,101,302,999,84,564
2573:616,58,29,861,84,518,6,654,542,354
2591:94433,99385,78960,95718,19172,58,616,861,17,238
2596:31938,9906,5343,18851,30301,35589,19233,44632,6511,21929
2597:780,262,5767,3423,3137,226,731,500,140,1884
2601:19731,36266,14210,38620,11539,13348,110991,31368,607,11855
2604:21207,37325,57974,26342,8167,25822,12332,4575,2423,31879
2611:23307,101998,100207,1119,7576,1057,8579,1187,30859,12488
2612:15,542,861,1511,554,999,103,61,486,902
2615:518,861,8,29,542,554,32,84,6,61
2625:2714,2403,1827,8538,46745,3207,1524,95000,33465,14290
2626:302,616,84,6,162,15,518,654,861,354
2634:88104,2445,26725,37015,33809,67107,7877,22258,36778,86582
2636:121493,108513,21861,16190,40879,120249,84960,68464,654,29
2639:41085,77754,5455,31143,27648,87556,120102,72710,50744,115669
2650:2462,87621,21562,32005,10220,17731,13766,75058,33609,97607
2661:15083,101229,82833,17720,59566,49910,80831,49024,73760,33888
2663:97927,74912,2473,68888,59567,23348,70785,90263,23704,41242
2666:48696,616,2475,17709,35986,58,25583,542,861,1511
2676:12821,4864,11450,2252,20861,276,2485,11166,37149,18386
2689:59412,100442,86192,79880,35618,87206,56390,35009,87233,90774
2693:94977,117290,58933,67824,65153,109965,121492,112013,121778,9827
2708:10820,47626,57399,115237,49877,38423,69160,66683,76370,60719
2709:105219,108112,2511,102782,87241,70831,35755,65513,24585,10573
2713:67377,25254,120868,7943,107976,97901,2516,74649,57578,115946
2715:984,7404,5557,3601,1400,17634,90901,135,5480,11255
2716:16542,56430,76547,500,5381,13400,1460,99299,3789,3137
2727:29,58,1102,354,6,616,84,301,736,15
2730:82526,4248,44037,54359,112077,22419,96610,49026,48090,98647
2731:354,616,29,84,1102,650,866,736,301,654
2734:564,2533,87082,76,4017,1069,736,698,10749,2414
2735:41096,93551,21287,8848,1712,1527,3107,12990,3172,26749
2737:17,33585,38152,40488,1550,107139,726,73995,118173,45992
2745:97408,100282,77275,69237,12279,17,33286,14690,26329,6066
2746:22338,7687,13987,20922,47346,82402,5595,32863,38773,13137
2748:17358,99620,6821,64602,91945,52976,38282,63188,75919,23971
2756:616,302,650,58,54410,654,76,861,899,285
2760:29,138,84,650,1102,301,76,654,8,58
2776:17,302,654,76,616,58,8,866,84,29
2799:79368,39227,53058,30939,21474,29280,4513,27635,4189,82471
2802:37974,32931,52522,8065,30191,23386,70532,79262,11436,110317
2803:2595,88529,2074,48155,43002,94755,97817,11718,33572,19829
2804:224,354,1245,32,116,61,50218,15,1023,787
2805:3014,58,3191,23495,119435,58156,4707,79592,873,108691
2812:86258,27286,107391,92730,97170,50231,60065,87740,53667,8
2815:8252,984,463,30976,3438,1682,12136,27295,10597,5488
2827:8964,35589,19233,31938,15521,5343,6511,21929,30301,18851
2831:20661,113114,2621,62149,99043,68976,654,84,58,43202
2846:99168,76144,654,616,518,101,302,56031,84,6
2848:616,654,861,518,289,15,6,554,17,61
2853:18850,83814,5738,68624,86461,25669,89994,62238,16962,12631
2854:107203,50727,30396,11533,44311,47568,105765,56594,11655,15368
2857:94221,55747,106986,65374,51834,38738,67417,48474,30739,2649
2858:8711,79670,59930,84745,62681,38528,89965,14497,76470,103096
2861:19594,2652,10630,62231,52799,74332,67464,12868,33980,19133
2871:26723,64603,94832,99141,43587,189,1527,3107,149,5254
2907:302,654,61938,112162,84,70,58,616,363,354
2912:34174,62896,42929,45956,43990,27241,8211,7793,41021,17052
2914:542,58,302,15,518,101,61,17,861,8
2924:34930,72056,44843,29707,76399,62388,95225,12207,51839,68496
2925:29419,49934,60620,80334,44376,9867,26966,82704,33385,43927
2947:63775,33315,28341,2741,66050,18970,66993,24301,8643,46125
2951:51550,2745,99399,7803,109448,12712,79971,6168,18529,90287
2959:12940,83782,67553,72405,13850,76090,33780,54487,1529,78171
2960:8579,8151,17,32,1187,518,891,542,496,787
2963:2756,107745,80332,1511,861,1231,4904,1403,31439,616
2965:106585,57868,39796,46210,57034,29174,698,17317,986,86872
2967:40459,63733,6980,5930,17995,42336,84793,93423,56590,12461
2970:2762,39267,99302,31622,77977,68239,22078,616,9879,3195
2977:378,17,2433,6552,7006,3039,84,4261,3915,2679
2981:29,84,8,301,650,1102,289,518,285,15
2989:111076,26183,51139,48,2784,1187,17,8,25589,354
